,Area,Study Year,Level,Mode,Country,Academic Year,Female,Male,Not known,Other,Total
12947,"Historical, philosophical and religious studies",Other years,Other undergraduate,Part-time,Scotland,2020/21,15.0,20.0,0.0,0.0,40.0
12948,"Historical, philosophical and religious studies",Other years,Other undergraduate,Part-time,Wales,2017/18,10.0,5.0,,0.0,15.0
12949,"Historical, philosophical and religious studies",Other years,Other undergraduate,Part-time,Wales,2018/19,10.0,5.0,,0.0,20.0
12950,"Historical, philosophical and religious studies",Other years,Other undergraduate,Part-time,Wales,2019/20,10.0,5.0,,0.0,15.0
12951,"Historical, philosophical and religious studies",Other years,Other undergraduate,Part-time,Wales,2020/21,10.0,15.0,0.0,0.0,25.0
12952,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,All,2017/18,2245.0,2635.0,,5.0,4885.0
12953,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,All,2018/19,2215.0,2510.0,,10.0,4740.0
12954,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,All,2019/20,2395.0,2700.0,,20.0,5115.0
12955,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,All,2020/21,2410.0,2580.0,0.0,20.0,5010.0
12956,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,England,2017/18,1905.0,2165.0,,5.0,4075.0
12957,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,England,2018/19,1850.0,2060.0,,5.0,3920.0
12958,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,England,2019/20,1990.0,2220.0,,15.0,4225.0
12959,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,England,2020/21,2020.0,2105.0,0.0,20.0,4140.0
12960,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Northern Ireland,2017/18,20.0,30.0,,0.0,50.0
12961,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Northern Ireland,2018/19,20.0,25.0,,0.0,45.0
12962,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Northern Ireland,2019/20,20.0,20.0,,0.0,45.0
12963,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Northern Ireland,2020/21,25.0,25.0,0.0,0.0,50.0
12964,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Scotland,2017/18,265.0,365.0,,0.0,630.0
12965,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Scotland,2018/19,290.0,355.0,,0.0,650.0
12966,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Scotland,2019/20,310.0,385.0,,5.0,705.0
12967,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Scotland,2020/21,295.0,360.0,0.0,0.0,660.0
12968,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Wales,2017/18,60.0,75.0,,0.0,135.0
12969,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Wales,2018/19,55.0,70.0,,0.0,125.0
12970,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Wales,2019/20,75.0,70.0,,0.0,145.0
12971,"Historical, philosophical and religious studies",Other years,Postgraduate (research),All,Wales,2020/21,70.0,90.0,0.0,0.0,160.0
12972,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,All,2017/18,1380.0,1540.0,,0.0,2925.0
12973,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,All,2018/19,1385.0,1475.0,,10.0,2865.0
12974,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,All,2019/20,1470.0,1595.0,,15.0,3080.0
12975,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,All,2020/21,1430.0,1500.0,0.0,20.0,2955.0
12976,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,England,2017/18,1155.0,1220.0,,0.0,2375.0
12977,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,England,2018/19,1135.0,1165.0,,5.0,2310.0
12978,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,England,2019/20,1190.0,1260.0,,10.0,2460.0
12979,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,England,2020/21,1165.0,1185.0,0.0,15.0,2370.0
12980,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Northern Ireland,2017/18,15.0,20.0,,0.0,35.0
12981,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Northern Ireland,2018/19,15.0,15.0,,0.0,30.0
12982,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Northern Ireland,2019/20,15.0,10.0,,0.0,30.0
12983,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Northern Ireland,2020/21,20.0,15.0,0.0,0.0,35.0
12984,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Scotland,2017/18,190.0,275.0,,0.0,465.0
12985,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Scotland,2018/19,205.0,270.0,,0.0,480.0
12986,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Scotland,2019/20,230.0,290.0,,5.0,525.0
12987,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Scotland,2020/21,210.0,260.0,0.0,0.0,470.0
12988,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Wales,2017/18,30.0,20.0,,0.0,50.0
12989,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Wales,2018/19,25.0,25.0,,0.0,50.0
12990,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Wales,2019/20,30.0,30.0,,0.0,65.0
12991,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Full-time,Wales,2020/21,35.0,40.0,0.0,0.0,75.0
12992,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,All,2017/18,860.0,1095.0,,5.0,1960.0
12993,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,All,2018/19,835.0,1040.0,,0.0,1875.0
12994,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,All,2019/20,925.0,1105.0,,5.0,2035.0
12995,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,All,2020/21,980.0,1075.0,0.0,0.0,2060.0
12996,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,England,2017/18,750.0,945.0,,5.0,1700.0
12997,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,England,2018/19,715.0,895.0,,0.0,1610.0
12998,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,England,2019/20,805.0,955.0,,0.0,1765.0
12999,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,England,2020/21,855.0,915.0,0.0,0.0,1770.0
13000,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Northern Ireland,2017/18,5.0,10.0,,0.0,15.0
13001,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Northern Ireland,2018/19,5.0,10.0,,0.0,15.0
13002,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Northern Ireland,2019/20,5.0,10.0,,0.0,15.0
13003,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Northern Ireland,2020/21,5.0,15.0,0.0,0.0,15.0
13004,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Scotland,2017/18,75.0,90.0,,0.0,165.0
13005,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Scotland,2018/19,85.0,85.0,,0.0,170.0
13006,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Scotland,2019/20,80.0,95.0,,0.0,175.0
13007,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Scotland,2020/21,85.0,100.0,0.0,0.0,190.0
13008,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Wales,2017/18,30.0,50.0,,0.0,80.0
13009,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Wales,2018/19,30.0,50.0,,0.0,80.0
13010,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Wales,2019/20,40.0,40.0,,0.0,80.0
13011,"Historical, philosophical and religious studies",Other years,Postgraduate (research),Part-time,Wales,2020/21,35.0,45.0,0.0,0.0,80.0
13012,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,All,2017/18,1715.0,1360.0,,15.0,3090.0
13013,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,All,2018/19,1620.0,1305.0,,10.0,2940.0
13014,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,All,2019/20,1985.0,1620.0,,15.0,3620.0
13015,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,All,2020/21,2210.0,1770.0,0.0,20.0,4000.0
13016,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,England,2017/18,1420.0,1090.0,,10.0,2520.0
13017,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,England,2018/19,1255.0,1030.0,,5.0,2290.0
13018,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,England,2019/20,1565.0,1335.0,,10.0,2915.0
13019,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,England,2020/21,1780.0,1440.0,0.0,15.0,3235.0
13020,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Northern Ireland,2017/18,15.0,25.0,,0.0,45.0
13021,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Northern Ireland,2018/19,20.0,25.0,,0.0,45.0
13022,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Northern Ireland,2019/20,20.0,15.0,,0.0,35.0
13023,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Northern Ireland,2020/21,15.0,30.0,0.0,0.0,50.0
13024,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Scotland,2017/18,175.0,115.0,,0.0,295.0
13025,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Scotland,2018/19,210.0,140.0,,5.0,355.0
13026,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Scotland,2019/20,280.0,145.0,,5.0,425.0
13027,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Scotland,2020/21,300.0,150.0,0.0,5.0,455.0
13028,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Wales,2017/18,105.0,125.0,,0.0,230.0
13029,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Wales,2018/19,135.0,115.0,,0.0,250.0
13030,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Wales,2019/20,120.0,125.0,,0.0,245.0
13031,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),All,Wales,2020/21,115.0,145.0,0.0,0.0,260.0
13032,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,All,2017/18,375.0,300.0,,5.0,680.0
13033,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,All,2018/19,390.0,305.0,,0.0,700.0
13034,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,All,2019/20,430.0,290.0,,5.0,725.0
13035,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,All,2020/21,630.0,395.0,0.0,10.0,1040.0
13036,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,England,2017/18,325.0,260.0,,0.0,590.0
13037,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,England,2018/19,325.0,255.0,,0.0,580.0
13038,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,England,2019/20,365.0,250.0,,0.0,615.0
13039,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,England,2020/21,505.0,320.0,0.0,5.0,830.0
13040,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Northern Ireland,2017/18,10.0,5.0,,0.0,15.0
13041,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Northern Ireland,2018/19,5.0,5.0,,0.0,10.0
13042,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Northern Ireland,2019/20,5.0,0.0,,0.0,5.0
13043,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Northern Ireland,2020/21,0.0,5.0,0.0,0.0,10.0
13044,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Scotland,2017/18,25.0,10.0,,0.0,35.0
13045,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Scotland,2018/19,30.0,30.0,,0.0,65.0
13046,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Scotland,2019/20,35.0,15.0,,0.0,50.0
13047,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Scotland,2020/21,90.0,30.0,0.0,0.0,125.0
13048,"Historical, philosophical and religious studies",Other years,Postgraduate (taught),Full-time,Wales,2017/18,15.0,20.0,,0.0,40.0
